Transaction_Type,Property_Type,Municipality,Neighborhood,Price,Land_Area,Construction_Area,Price_per_SqMeter_Land,Price_per_SqMeter_Construction
Sale,Casa,TLAJOMULCO,LOMAS DEL SUR,459240.0,60.0,,7654.0,
Sale,Departamento,GUADALAJARA,AYUNTAMIENTO,4190000.0,100.0,100.0,41900.0,41900.0
Sale,Departamento,GUADALAJARA,ITALIA PROVIDENCIA,3271570.0,,,,
Sale,Casa,ZAPOPAN,,1199800.0,90.0,,13331.111111111111,
Sale,Casa,TLAJOMULCO,EL PALOMAR,9500000.0,400.0,500.0,23750.0,19000.0
Sale,Casa,ZAPOPAN,PUERTA DE HIERRO,28490000.0,405.0,490.0,70345.67901234567,58142.857142857145
Sale,Departamento,ZAPOPAN,,4436599.0,85.0,,52195.282352941176,
Sale,Casa,TLAJOMULCO,HACIENDA SANTA FE,466000.0,90.0,,5177.777777777777,
Sale,Casa,ZAPOPAN,,2932000.0,120.0,227.0,24433.333333333332,12916.299559471365
Sale,Casa,GUADALAJARA,PROVIDENCIA 2a SECCION,12900000.0,265.0,322.0,48679.24528301887,40062.11180124224
Sale,Departamento,ZAPOPAN,,1490000.0,,58.0,,25689.655172413793
Sale,Casa,TLAQUEPAQUE,,1500000.0,,184.0,,8152.173913043478
Sale,Casa,ZAPOPAN,LA CALMA,319344.0,200.0,260.0,1596.72,1228.246153846154
Sale,Departamento,ZAPOPAN,,11212024.0,,97.0,,115587.8762886598
Sale,Departamento,GUADALAJARA,COLOMOS PROVIDENCIA,10971450.0,,255.0,,43025.294117647056
Sale,Casa,TLAJOMULCO,SENDEROS DE MONTE VERDE,2390000.0,120.4,118.0,19850.49833887043,20254.237288135595
Sale,Departamento,GUADALAJARA,COUNTRY CLUB,12905000.0,,145.0,,89000.0
Sale,Casa,ZAPOPAN,SOLARES,7848000.0,154.0,210.0,50961.03896103896,37371.42857142857
Sale,Departamento,ZAPOPAN,VALLE REAL,12900000.0,298.0,298.0,43288.590604026846,43288.590604026846
Sale,Casa,TONALA,,14800000.0,787.0,693.0,18805.590851334182,21356.421356421357
Sale,Departamento,ZAPOPAN,,3719435.0,,66.0,,56355.07575757576
Sale,Casa,TLAJOMULCO,EL PALOMAR,22500000.0,1150.0,550.0,19565.217391304348,40909.09090909091
Sale,Departamento,GUADALAJARA,JARDINES DEL COUNTRY,3858754.0,,,,
Sale,Departamento,GUADALAJARA,ITALIA PROVIDENCIA,7957000.0,97.0,97.0,82030.92783505155,82030.92783505155
Sale,Departamento,GUADALAJARA,PROVIDENCIA 3a SECCION,5419617.0,,,,
Sale,Casa,GUADALAJARA,COLINAS DE SAN JAVIER,73140000.0,2400.0,1880.0,30475.0,38904.255319148935
Sale,Casa,GUADALAJARA,HUENTITAN EL BAJO,671000.0,80.0,,8387.5,
Sale,Casa,TLAJOMULCO,BANUS,2125910.0,65.0,65.0,32706.30769230769,32706.30769230769
Sale,Casa,TLAJOMULCO,NUEVA GALICIA,6695000.0,183.0,250.0,36584.69945355191,26780.0
Sale,Casa,TLAJOMULCO,PROVENZA,18000000.0,437.0,560.0,41189.93135011441,32142.85714285714
Sale,Casa,TLAJOMULCO,SAN MIGUEL RESIDENCIAL,581000.0,100.0,,5810.0,
Sale,Casa,GUADALAJARA,,1650000.0,121.0,82.0,13636.363636363636,20121.951219512193
Sale,Casa,ZAPOPAN,,18500000.0,301.0,525.0,61461.79401993356,35238.09523809524
Sale,Casa,GUADALAJARA,,3980000.0,182.0,278.0,21868.13186813187,14316.546762589927
Sale,Departamento,TLAJOMULCO,LA RIOJA,4200000.0,95.0,95.0,44210.52631578947,44210.52631578947
Sale,Casa,ZAPOPAN,JARDINES DEL SOL,15000000.0,,420.0,,35714.28571428572
Sale,Casa,ZAPOPAN,,1500000.0,53.0,53.0,28301.88679245283,28301.88679245283
Sale,Casa,ZAPOPAN,JARDINES DEL SOL,12590000.0,420.0,342.0,29976.190476190477,36812.865497076025
Sale,Casa,ZAPOPAN,,3570000.0,115.0,144.0,31043.478260869564,24791.666666666668
Sale,Casa,ZAPOPAN,,5990000.0,160.0,265.0,37437.5,22603.77358490566
Sale,Casa,ZAPOPAN,VALLE IMPERIAL,3237068.0,205.0,,15790.575609756097,
Sale,Casa,ZAPOPAN,,3500000.0,175.0,185.0,20000.0,18918.91891891892
Sale,Casa,TLAJOMULCO,EL PALOMAR,16900000.0,1410.0,806.0,11985.81560283688,20967.74193548387
Sale,Casa,TLAJOMULCO,EL ORIGEN RESIDENCIAL,2950000.0,105.0,138.0,28095.238095238095,21376.8115942029
Sale,Casa,ZAPOPAN,,7180000.0,160.0,217.0,44875.0,33087.55760368663
Sale,Casa,ZAPOPAN,OYAMEL 2,443897.0,100.0,154.0,4438.97,2882.448051948052
Sale,Casa,GUADALAJARA,AMERICANA,7950000.0,105.0,,75714.28571428571,
Sale,Departamento,ZAPOPAN,CIUDAD GRANJA,4350000.0,,,,
Sale,Casa,ZAPOPAN,CIUDAD BUGAMBILIAS,10500000.0,450.0,,23333.333333333332,
Sale,Casa,GUADALAJARA,COUNTRY CLUB,19900000.0,290.0,500.0,68620.68965517242,39800.0
Sale,Departamento,ZAPOPAN,,276000.0,,,,
Sale,Casa,ZAPOPAN,PUERTA DE PLATA,28800000.0,500.0,616.0,57600.0,46753.246753246756
Sale,Casa,TLAJOMULCO,EL PALOMAR,13500000.0,1050.0,,12857.142857142857,
Sale,Departamento,TLAQUEPAQUE,,1436000.0,,60.0,,23933.333333333332
Sale,Casa,ZAPOPAN,BOSQUES VALLARTA,7350000.0,165.0,208.0,44545.454545454544,35336.53846153846
Sale,Casa,ZAPOPAN,CIUDAD BUGAMBILIAS,12950000.0,1077.0,530.0,12024.14113277623,24433.962264150945
Sale,Departamento,ZAPOPAN,CIUDAD GRANJA,3900000.0,,79.0,,49367.08860759494
Sale,Casa,TLAJOMULCO,,3840000.0,206.0,118.0,18640.776699029127,32542.372881355932
Sale,Casa,TONALA,PASEOS DE SANTIAGO,510000.0,80.0,,6375.0,
Sale,Casa,TLAJOMULCO,CORTIJO SAN AGUSTIN,4500000.0,210.0,200.0,21428.571428571428,22500.0
Sale,Departamento,GUADALAJARA,MIRAVALLE,510000.0,,,,
Sale,Casa,ZAPOPAN,VALLARTA UNIVERSIDAD,11000000.0,300.0,300.0,36666.666666666664,36666.666666666664
Sale,Departamento,GUADALAJARA,VALLARTA SAN JORGE,4246237.0,,,,
Sale,Casa,ZAPOPAN,SANTA CATALINA,417000.0,90.0,140.0,4633.333333333333,2978.5714285714284
Sale,Departamento,ZAPOPAN,LOMA BONITA EJIDAL,3650000.0,,91.0,,40109.89010989011
Sale,Casa,ZAPOPAN,,17245999.0,230.0,400.0,74982.60434782608,43114.9975
Sale,Casa,ZAPOPAN,VICTORIA,5500000.0,105.0,165.0,52380.95238095238,33333.333333333336
Sale,Casa,TLAQUEPAQUE,VILLA FONTANA,566812.0,95.0,,5966.442105263158,
Sale,Casa,ZAPOPAN,,3650000.0,105.0,155.0,34761.90476190476,23548.387096774193
Sale,Casa,TLAJOMULCO,LOS GAVILANES,2752000.0,250.0,,11008.0,
Sale,Departamento,ZAPOPAN,,7818000.0,111.0,111.0,70432.43243243243,70432.43243243243
Sale,Casa,GUADALAJARA,OBRERA,1835000.0,157.0,157.0,11687.898089171975,11687.898089171975
Sale,Casa,GUADALAJARA,JARDINES DE SAN FRANCISCO,485000.0,125.0,,3880.0,
Sale,Casa,GUADALAJARA,SANTA RITA,614957.0,,,,
Sale,Departamento,ZAPOPAN,,4293000.0,,64.0,,67078.125
Sale,Casa,GUADALAJARA,BALCONES DEL CUATRO,2499000.0,150.0,433.0,16660.0,5771.362586605081
Sale,Casa,ZAPOPAN,,630000.0,145.0,145.0,4344.827586206897,4344.827586206897
Sale,Casa,TLAJOMULCO,,4300000.0,120.0,167.0,35833.333333333336,25748.502994011975
Sale,Casa,GUADALAJARA,COUNTRY CLUB,8900000.0,131.0,222.0,67938.93129770992,40090.09009009009
Sale,Departamento,ZAPOPAN,,5392274.0,85.0,85.0,63438.51764705883,63438.51764705883
Sale,Casa,GUADALAJARA,LADRON DE GUEVARA,2174232.0,210.0,,10353.485714285714,
Sale,Departamento,ZAPOPAN,,7633520.0,,,,
Sale,Departamento,ZAPOPAN,,10000000.0,220.0,220.0,45454.545454545456,45454.545454545456
Sale,Casa,GUADALAJARA,RESIDENCIAL CHAPALITA,15500000.0,340.0,535.0,45588.23529411765,28971.96261682243
Sale,Departamento,GUADALAJARA,COUNTRY CLUB,10544000.0,131.0,131.0,80488.54961832061,80488.54961832061
Sale,Casa,TLAJOMULCO,SAN AGUSTIN,4629000.0,,102.0,,45382.35294117647
Sale,Casa,TLAJOMULCO,GEOVILLAS LA ARBOLADA,545948.0,84.0,,6499.380952380952,
Sale,Departamento,GUADALAJARA,ITALIA PROVIDENCIA,7797264.0,,124.0,,62881.16129032258
Sale,Casa,ZAPOPAN,PUERTA DE HIERRO,35000000.0,916.0,717.0,38209.60698689956,48814.50488145049
Sale,Casa,TLAJOMULCO,,4500000.0,210.0,170.0,21428.571428571428,26470.58823529412
Sale,Casa,GUADALAJARA,INSURGENTES DE LA PRESA,1188000.0,90.0,,13200.0,
Sale,Casa,ZAPOPAN,,6800000.0,145.0,212.0,46896.55172413793,32075.471698113208
Sale,Casa,TONALA,,548617.0,80.0,100.0,6857.7125,5486.17
Sale,Casa,ZAPOPAN,,1616111.0,122.0,90.0,13246.811475409837,17956.78888888889
Sale,Casa,ZAPOPAN,,6200000.0,232.0,211.0,26724.137931034482,29383.88625592417
Sale,Departamento,ZAPOPAN,PUERTA DE HIERRO,15300000.0,170.0,170.0,90000.0,90000.0
Sale,Casa,ZAPOPAN,VALLE IMPERIAL,4050000.0,160.0,169.0,25312.5,23964.49704142012
Sale,Casa,ZAPOPAN,,7100000.0,165.0,236.0,43030.30303030303,30084.745762711864
Sale,Departamento,ZAPOPAN,PUERTA DE PLATA,9200000.0,,126.0,,73015.87301587302
Sale,Departamento,ZAPOPAN,PUERTA DE HIERRO,22000000.0,,306.0,,71895.4248366013
Sale,Casa,ZAPOPAN,,2380000.0,,,,
Sale,Departamento,ZAPOPAN,JUAN MANUEL VALLARTA,6900000.0,144.0,144.0,47916.666666666664,47916.666666666664
Sale,Departamento,GUADALAJARA,MODERNA,3743580.0,70.0,70.0,53479.71428571428,53479.71428571428
Sale,Casa,GUADALAJARA,PRADOS PROVIDENCIA,12768000.0,274.0,382.0,46598.540145985404,33424.08376963351
Sale,Casa,ZAPOPAN,,3550000.0,268.0,,13246.268656716418,
Sale,Casa,ZAPOPAN,PASEOS DEL SOL,2950000.0,103.0,75.0,28640.776699029127,39333.333333333336
Sale,Casa,ZAPOPAN,,14000000.0,450.0,400.0,31111.11111111111,35000.0
Sale,Casa,TLAQUEPAQUE,,1800000.0,160.0,130.0,11250.0,13846.153846153846
Sale,Departamento,GUADALAJARA,VILLASEÑOR (SANTA TERESITA),2634966.0,,,,
Sale,Departamento,GUADALAJARA,,586000.0,,133.0,,4406.015037593985
Sale,Casa,TLAJOMULCO,,5600000.0,140.0,,40000.0,
Sale,Departamento,ZAPOPAN,,450000.0,,,,
Sale,Casa,ZAPOPAN,,9600000.0,190.0,320.0,50526.31578947369,30000.0
Sale,Departamento,ZAPOPAN,,6300074.0,,136.0,,46324.07352941176
Sale,Casa,GUADALAJARA,JARDINES DE SANTA ISABEL,3100000.0,182.0,208.0,17032.967032967033,14903.846153846154
Sale,Departamento,GUADALAJARA,VALLARTA NORTE,3085000.0,64.0,64.0,48203.125,48203.125
Sale,Casa,ZAPOPAN,,2500000.0,132.0,90.0,18939.39393939394,27777.777777777777
Sale,Casa,ZAPOPAN,LA CALMA,6490000.0,300.0,472.0,21633.333333333332,13750.0
Sale,Casa,ZAPOPAN,,3303000.0,,,,
Sale,Casa,TLAQUEPAQUE,ALTUS BOSQUES,688000.0,90.0,80.0,7644.444444444444,8600.0
Sale,Casa,ZAPOPAN,LA MORALEJA,2500000.0,90.0,116.0,27777.777777777777,21551.724137931036
Sale,Casa,ZAPOPAN,CIUDAD BUGAMBILIAS,11500000.0,300.0,354.0,38333.333333333336,32485.87570621469
Sale,Casa,GUADALAJARA,,12800000.0,250.0,339.0,51200.0,37758.11209439528
Sale,Casa,ZAPOPAN,PUERTA LAS LOMAS,23681999.0,463.0,400.0,51149.02591792656,59204.9975
Sale,Departamento,GUADALAJARA,ZONA CENTRO,2750000.0,67.0,67.0,41044.77611940299,41044.77611940299
Sale,Casa,ZAPOPAN,,8100000.0,150.0,240.0,54000.0,33750.0
Sale,Departamento,ZAPOPAN,,3196019.0,,280.0,,11414.353571428572
Sale,Departamento,TONALA,RANCHO DE LA CRUZ,730000.0,,,,
Sale,Casa,ZAPOPAN,VALLE REAL,32480999.0,680.0,,47766.175,
Sale,Casa,TONALA,HACIENDA REAL,829160.0,100.0,100.0,8291.6,8291.6
Sale,Departamento,GUADALAJARA,,3875229.0,51.0,,75984.88235294117,
Sale,Casa,ZAPOPAN,LOMAS DEL BOSQUE,96000000.0,1005.0,1225.0,95522.3880597015,78367.3469387755
Sale,Departamento,GUADALAJARA,MEZQUITAN COUNTRY,2023749.0,,50.0,,40474.98
Sale,Casa,ZAPOPAN,,8200000.0,250.0,262.0,32800.0,31297.709923664122
Sale,Departamento,GUADALAJARA,COLOMOS PROVIDENCIA,4840000.0,,70.0,,69142.85714285714
Sale,Casa,ZAPOPAN,LA VENTA DEL ASTILLERO,3450000.0,115.0,120.0,30000.0,28750.0
Sale,Departamento,ZAPOPAN,,4845356.0,131.0,102.0,36987.45038167939,47503.490196078434
Sale,Departamento,ZAPOPAN,PUERTA DE HIERRO,8690000.0,87.0,87.0,99885.05747126437,99885.05747126437
Sale,Departamento,ZAPOPAN,EL BAJIO,4672000.0,104.0,104.0,44923.07692307692,44923.07692307692
Sale,Casa,GUADALAJARA,JARDINES DEL BOSQUE,7495000.0,300.0,450.0,24983.333333333332,16655.555555555555
Sale,Casa,TONALA,,1135000.0,83.55,,13584.679832435668,
Sale,Casa,ZAPOPAN,,7800000.0,281.0,251.0,27758.007117437723,31075.697211155377
Sale,Casa,GUADALAJARA,LOMAS DE SAN PEDRO,888000.0,160.0,,5550.0,
Sale,Casa,ZAPOPAN,,7190000.0,140.0,200.0,51357.142857142855,35950.0
Sale,Casa,ZAPOPAN,EL MANTE,2580000.0,176.0,142.0,14659.09090909091,18169.014084507042
Sale,Departamento,GUADALAJARA,VALLARTA SAN JORGE,5159321.0,58.0,71.0,88953.81034482758,72666.49295774648
Sale,Departamento,GUADALAJARA,,3100000.0,56.31,56.31,55052.38856331025,55052.38856331025
Sale,Casa,ZAPOPAN,,6300000.0,162.0,278.0,38888.88888888889,22661.87050359712
Sale,Casa,ZAPOPAN,,3550000.0,82.0,115.0,43292.68292682927,30869.565217391304
Sale,Departamento,GUADALAJARA,CIRCUNVALACION AMERICAS,8179990.0,,129.0,,63410.77519379845
Sale,Casa,ZAPOPAN,,2700000.0,130.0,210.0,20769.23076923077,12857.142857142857
Sale,Casa,TLAJOMULCO,,2632000.0,152.0,169.0,17315.78947368421,15573.96449704142
Sale,Casa,TLAQUEPAQUE,,505000.0,100.0,100.0,5050.0,5050.0
Sale,Departamento,ZAPOPAN,,7500000.0,,182.0,,41208.79120879121
Sale,Casa,ZAPOPAN,FORET,4280000.0,139.0,179.0,30791.36690647482,23910.614525139667
Sale,Departamento,GUADALAJARA,LADRON DE GUEVARA,3500000.0,,80.0,,43750.0
Sale,Casa,ZAPOPAN,,9200000.0,156.0,288.0,58974.35897435898,31944.444444444445
Sale,Casa,TLAQUEPAQUE,HACIENDA SAN PEDRO,1673544.0,,,,
Sale,Casa,ZAPOPAN,,3600000.0,119.0,146.0,30252.100840336134,24657.534246575342
Sale,Casa,TONALA,,2380000.0,75.0,124.0,31733.333333333332,19193.548387096773
Sale,Casa,ZAPOPAN,ATEMAJAC DEL VALLE,3700000.0,389.0,240.0,9511.568123393316,15416.666666666666
Sale,Departamento,ZAPOPAN,LOMAS ALTAS,8950000.0,106.0,107.0,84433.96226415095,83644.85981308411
Sale,Departamento,GUADALAJARA,,7950000.0,133.0,,59774.436090225565,
Sale,Departamento,GUADALAJARA,COUNTRY CLUB,14000000.0,157.34,157.34,88979.28053896021,88979.28053896021
Sale,Casa,ZAPOPAN,CHAPALITA ORIENTE,9400000.0,342.0,420.0,27485.380116959066,22380.95238095238
Sale,Casa,ZAPOPAN,,34650000.0,1792.0,705.0,19335.9375,49148.936170212764
Sale,Casa,TLAJOMULCO,,3000000.0,135.0,160.0,22222.222222222223,18750.0
Sale,Departamento,ZAPOPAN,VIRREYES,4250000.0,65.0,65.0,65384.61538461538,65384.61538461538
Sale,Departamento,ZAPOPAN,,5600000.0,89.0,89.0,62921.348314606745,62921.348314606745
Sale,Casa,ZAPOPAN,,3990000.0,,,,
Sale,Departamento,ZAPOPAN,,730000.0,,,,
Sale,Casa,EL SALTO,EL MUELLE (EL MUEY),3000000.0,,,,
Sale,Casa,ZAPOPAN,,950000.0,70.0,68.0,13571.42857142857,13970.588235294117
Sale,Casa,GUADALAJARA,TERRANOVA,25800000.0,933.0,944.0,27652.73311897106,27330.508474576272
Sale,Casa,TLAJOMULCO,,1150000.0,72.0,70.0,15972.222222222223,16428.571428571428
Sale,Casa,TLAJOMULCO,EL PALOMAR,45000000.0,1507.0,1251.0,29860.650298606502,35971.22302158274
Sale,Casa,ZAPOPAN,EL CAMPANARIO,3575000.0,71.0,156.0,50352.112676056335,22916.666666666668
Sale,Casa,TLAJOMULCO,NUEVA GALICIA,4580000.0,160.0,169.0,28625.0,27100.59171597633
Sale,Casa,TLAJOMULCO,LA RIOJA,12000000.0,284.0,,42253.52112676056,
Sale,Casa,TLAJOMULCO,,2800000.0,120.0,140.0,23333.333333333332,20000.0
Sale,Casa,GUADALAJARA,,8200000.0,275.0,377.0,29818.18181818182,21750.663129973476
Sale,Casa,TLAJOMULCO,,1300000.0,70.0,68.0,18571.428571428572,19117.647058823528
Sale,Casa,TLAJOMULCO,,5300000.0,285.0,251.0,18596.491228070176,21115.537848605578
Sale,Casa,ZAPOPAN,,35000000.0,2400.0,800.0,14583.333333333334,43750.0
Sale,Casa,ZAPOPAN,CIUDAD BUGAMBILIAS,13800000.0,300.0,,46000.0,
Sale,Casa,TLAJOMULCO,,810000.0,90.0,,9000.0,
Sale,Departamento,GUADALAJARA,CHAPULTEPEC COUNTRY,8300000.0,156.0,156.0,53205.1282051282,53205.1282051282
Sale,Casa,ZAPOPAN,LA CIMA,5300000.0,200.0,140.0,26500.0,37857.142857142855
Sale,Casa,TLAJOMULCO,,4500000.0,118.0,180.0,38135.59322033898,25000.0
Sale,Departamento,GUADALAJARA,COUNTRY CLUB,12000000.0,,233.0,,51502.14592274678
Sale,Departamento,ZAPOPAN,,6485000.0,,149.0,,43523.4899328859
Sale,Departamento,ZAPOPAN,,1750000.0,80.0,80.0,21875.0,21875.0
Sale,Departamento,GUADALAJARA,MONRAZ,5477529.0,,75.0,,73033.72
Sale,Casa,TLAJOMULCO,,1504460.0,72.0,88.0,20895.277777777777,17096.136363636364
Sale,Casa,ZAPOPAN,,1502100.0,126.0,,11921.42857142857,
Sale,Departamento,GUADALAJARA,CHAPALITA,4450000.0,105.0,105.0,42380.95238095238,42380.95238095238
Sale,Departamento,TLAJOMULCO,,2680000.0,86.0,86.0,31162.79069767442,31162.79069767442
Sale,Departamento,ZAPOPAN,,6532350.0,,118.0,,55358.898305084746
Sale,Casa,ZAPOPAN,,9790000.0,194.0,373.0,50463.9175257732,26246.648793565684
Sale,Casa,TLAJOMULCO,ARBOLADA BOSQUES DE SANTA ANITA,7990000.0,288.0,283.0,27743.055555555555,28233.21554770318
Sale,Casa,TLAJOMULCO,,1946000.0,115.0,116.0,16921.739130434784,16775.862068965518
Sale,Casa,GUADALAJARA,,350000.0,212.0,425.0,1650.9433962264152,823.5294117647059
Sale,Casa,ZAPOPAN,COLINAS DE SAN JAVIER,33000000.0,942.0,650.0,35031.84713375796,50769.230769230766
Sale,Departamento,GUADALAJARA,,3760000.0,,,,
Sale,Casa,TLAJOMULCO,NUEVA GALICIA,4200000.0,118.0,163.0,35593.220338983054,25766.87116564417
Sale,Casa,GUADALAJARA,MIRAVALLE,435000.0,115.0,,3782.608695652174,
Sale,Casa,GUADALAJARA,CIRCUNVALACION VALLARTA,7000000.0,167.0,254.0,41916.16766467066,27559.055118110235
Sale,Casa,TLAJOMULCO,,3500000.0,137.0,,25547.445255474453,
Sale,Casa,ZAPOPAN,,800000.0,126.0,,6349.206349206349,
Sale,Casa,GUADALAJARA,INDEPENDENCIA ORIENTE,4750000.0,154.0,179.0,30844.155844155845,26536.312849162012
Sale,Departamento,ZAPOPAN,,6200000.0,117.0,117.0,52991.45299145299,52991.45299145299
Sale,Departamento,ZAPOPAN,LAS ARBOLEDAS,2800000.0,84.0,84.0,33333.333333333336,33333.333333333336
Sale,Casa,ZAPOPAN,EL MANTE,2700000.0,210.0,200.0,12857.142857142857,13500.0
Sale,Casa,ZAPOPAN,NUEVA GALICIA,6250000.0,230.0,280.0,27173.91304347826,22321.428571428572
Sale,Casa,TLAQUEPAQUE,VILLA FONTANA,410500.0,110.0,85.0,3731.818181818182,4829.411764705882
Sale,Casa,ZAPOPAN,,17100000.0,558.0,481.0,30645.16129032258,35550.93555093555
Sale,Casa,TLAJOMULCO,,7750000.0,365.93,399.8,21178.913999945344,19384.692346173088
Sale,Casa,ZAPOPAN,,7500000.0,138.0,228.0,54347.82608695652,32894.73684210526
Sale,Casa,TLAQUEPAQUE,TERRALTA,868900.0,82.0,115.0,10596.341463414634,7555.652173913043
Sale,Departamento,GUADALAJARA,COUNTRY CLUB,6750000.0,157.48,157.48,42862.585725171455,42862.585725171455
Sale,Casa,ZAPOPAN,,9400000.0,138.0,228.0,68115.9420289855,41228.070175438595
Sale,Casa,GUADALAJARA,SAN ANTONIO,3600000.0,213.0,292.0,16901.408450704224,12328.767123287671
Sale,Casa,ZAPOPAN,CIUDAD DEL SOL,11535000.0,250.0,295.0,46140.0,39101.69491525424
Sale,Casa,GUADALAJARA,MONUMENTAL,6600000.0,201.0,280.0,32835.82089552239,23571.428571428572
Sale,Casa,GUADALAJARA,LOMAS DE PROVIDENCIA,9450000.0,288.0,355.0,32812.5,26619.718309859156
Sale,Departamento,ZAPOPAN,,13692800.0,,,,
Sale,Departamento,GUADALAJARA,COUNTRY CLUB,7307440.0,130.0,130.0,56211.07692307692,56211.07692307692
Sale,Casa,TLAJOMULCO,NUEVA GALICIA,7300000.0,214.0,237.0,34112.14953271028,30801.687763713082
Sale,Departamento,ZAPOPAN,LA CALMA,4570000.0,,87.0,,52528.73563218391
Sale,Casa,ZAPOPAN,ENTRELOMAS,1300000.0,72.0,70.0,18055.555555555555,18571.428571428572
Sale,Casa,TLAJOMULCO,REAL DEL VALLE,2200000.0,90.0,146.0,24444.444444444445,15068.493150684932
Sale,Casa,ZAPOPAN,PUERTA DEL BOSQUE,26310000.0,600.0,300.0,43850.0,87700.0
Sale,Casa,ZAPOPAN,LAGOS DEL COUNTRY,8300000.0,265.0,328.0,31320.754716981133,25304.878048780487
Sale,Casa,GUADALAJARA,SUTAJ,2391240.0,,,,
Sale,Casa,ZAPOPAN,JARDINES DEL PORVERNIR,1286507.0,108.0,90.0,11912.101851851852,14294.522222222222
Sale,Departamento,GUADALAJARA,,3570000.0,,53.0,,67358.49056603774
Sale,Casa,ZAPOPAN,,1050000.0,101.0,,10396.039603960397,
Sale,Casa,ZAPOPAN,,13000000.0,430.0,375.0,30232.558139534885,34666.666666666664
Sale,Casa,GUADALAJARA,LOMAS DEL PARADERO,2755000.0,174.0,300.0,15833.333333333334,9183.333333333334
Sale,Departamento,GUADALAJARA,JARDINES DEL BOSQUE,4839750.0,,124.0,,39030.24193548387
Sale,Casa,GUADALAJARA,BOSQUES DE LA VICTORIA,8000000.0,370.0,402.0,21621.62162162162,19900.49751243781
Sale,Departamento,GUADALAJARA,,4547716.0,,64.0,,71058.0625
Sale,Casa,TLAJOMULCO,,993000.0,270.0,,3677.777777777778,
Sale,Casa,GUADALAJARA,COLINAS DE SAN JAVIER,89000000.0,1000.0,1000.0,89000.0,89000.0
Sale,Casa,GUADALAJARA,,2000000.0,57.0,95.0,35087.71929824561,21052.63157894737
Sale,Casa,GUADALAJARA,SANTA ELENA ALCALDE,3260000.0,156.0,138.0,20897.4358974359,23623.1884057971
Sale,Casa,GUADALAJARA,SAN JUAN BOSCO,490000.0,160.0,290.0,3062.5,1689.655172413793
Sale,Casa,ZAPOPAN,LOMAS DEL VALLE,40000000.0,1480.0,700.0,27027.027027027027,57142.857142857145
Sale,Casa,ZAPOPAN,LOS CASTAÑOS,11000000.0,459.0,525.0,23965.141612200438,20952.380952380954
Sale,Casa,ZAPOPAN,VILLA VERONA,38000000.0,500.0,750.0,76000.0,50666.666666666664
Sale,Departamento,ZAPOPAN,LOMA BONITA,3644282.0,65.0,65.0,56065.876923076925,56065.876923076925
Sale,Departamento,GUADALAJARA,JARDINES DEL BOSQUE,6510000.0,120.0,120.0,54250.0,54250.0
Sale,Casa,GUADALAJARA,,9500000.0,250.0,,38000.0,
Sale,Departamento,GUADALAJARA,PROVIDENCIA,4891000.0,,73.0,,67000.0
Sale,Casa,ZAPOPAN,,14900000.0,230.0,420.0,64782.608695652176,35476.19047619047
Sale,Casa,GUADALAJARA,,2950000.0,186.0,,15860.21505376344,
Sale,Departamento,TLAJOMULCO,VALLE DE LOS ENCINOS,438000.0,,,,
Sale,Casa,ZAPOPAN,TABACHINES,7550000.0,250.0,409.0,30200.0,18459.65770171149
Sale,Casa,ZAPOPAN,,4750000.0,131.0,201.0,36259.54198473282,23631.8407960199
Sale,Casa,ZAPOPAN,VILLA UNIVERSITARIA,12350000.0,300.0,328.0,41166.666666666664,37652.439024390245
Sale,Casa,ZAPOPAN,,3836220.0,132.0,132.0,29062.272727272728,29062.272727272728
Sale,Casa,ZAPOPAN,VALLE IMPERIAL,5900000.0,130.91,223.14,45069.13146436483,26440.79949807296
Sale,Departamento,GUADALAJARA,JARDINES DEL COUNTRY,4535000.0,,121.0,,37479.33884297521
Sale,Casa,ZAPOPAN,,17318284.0,361.0,405.0,47973.08587257618,42761.195061728395
Sale,Casa,ZAPOPAN,JARDIN REAL,4029104.0,240.0,350.0,16787.933333333334,11511.725714285714
Sale,Casa,ZAPOPAN,LOMAS DEL VALLE,25000000.0,800.0,,31250.0,
Sale,Casa,GUADALAJARA,NIÑOS HEROES,1800000.0,70.0,,25714.285714285714,
Sale,Departamento,GUADALAJARA,JARDINES ALCALDE,3300000.0,55.0,55.0,60000.0,60000.0
Sale,Casa,ZAPOPAN,LOS ALMENDROS,5700000.0,140.0,180.0,40714.28571428572,31666.666666666668
Sale,Departamento,ZAPOPAN,VIRREYES,3795690.0,,57.0,,66591.05263157895
Sale,Casa,TLAQUEPAQUE,,2930000.0,230.0,300.0,12739.130434782608,9766.666666666666
Sale,Casa,ZAPOPAN,,7584479.999999999,800.0,785.0,9480.599999999999,9661.757961783438
Sale,Departamento,GUADALAJARA,COUNTRY CLUB,15489000.0,321.0,,48252.33644859813,
Sale,Casa,TLAJOMULCO,ALTEA,3800000.0,152.0,246.0,25000.0,15447.154471544716
Sale,Casa,ZAPOPAN,,9900000.0,180.0,,55000.0,
Sale,Casa,ZAPOPAN,LOS FRAILES,50950000.0,648.0,476.0,78626.54320987655,107037.81512605042
Sale,Casa,ZAPOPAN,VALLE IMPERIAL,4600000.0,135.0,174.0,34074.07407407407,26436.7816091954
Sale,Casa,TLAJOMULCO,LA RIOJA,7950000.0,236.0,299.0,33686.4406779661,26588.628762541804
